index;control;cultivar;Tipo;Produto;Ano;Quantidade (Kg)
5692;ti_Grenache;Grenache;Processamento;Uva Vinífera;1997;0
5693;ti_Jaen;Jaen;Processamento;Uva Vinífera;1997;0
5694;ti_Lagrein;Lagrein;Processamento;Uva Vinífera;1997;0
5695;ti_Lambrusco;Lambrusco;Processamento;Uva Vinífera;1997;46645
5696;ti_Malbec;Malbec;Processamento;Uva Vinífera;1997;63518
5697;ti_Marzemina;Marzemina;Processamento;Uva Vinífera;1997;42699
5698;ti_Merlot;Merlot;Processamento;Uva Vinífera;1997;5443902
5699;ti_Marselan;Marselan;Processamento;Uva Vinífera;1997;0
5700;ti_Molinera;Molinera;Processamento;Uva Vinífera;1997;0
5701;ti_Montepulciano;Montepulciano;Processamento;Uva Vinífera;1997;0
5702;ti_Moscato Bailey;Moscato Bailey;Processamento;Uva Vinífera;1997;0
5703;ti_Napa Gamay;Napa Gamay;Processamento;Uva Vinífera;1997;270240
5704;ti_Nebbiolo;Nebbiolo;Processamento;Uva Vinífera;1997;13639
5705;ti_Petit Verdot;Petit Verdot;Processamento;Uva Vinífera;1997;0
5706;ti_Petite Sirah;Petite Sirah;Processamento;Uva Vinífera;1997;222324
5707;ti_Pinotage;Pinotage;Processamento;Uva Vinífera;1997;524028
5708;ti_Pinot Noir;Pinot Noir;Processamento;Uva Vinífera;1997;594713
5709;ti_Pinot Saint George;Pinot Saint George;Processamento;Uva Vinífera;1997;210980
5710;ti_Piriquita;Piriquita;Processamento;Uva Vinífera;1997;0
5711;ti_Rebo;Rebo;Processamento;Uva Vinífera;1997;0
5712;ti_Refosco;Refosco;Processamento;Uva Vinífera;1997;0
5713;ti_Rondinella;Rondinella;Processamento;Uva Vinífera;1997;0
5714;ti_Ruby Cabernet;Ruby Cabernet;Processamento;Uva Vinífera;1997;17004
5715;ti_Sangiovese;Sangiovese;Processamento;Uva Vinífera;1997;3312
5716;ti_Sira (falsa);Sira (falsa);Processamento;Uva Vinífera;1997;28137
5717;ti_Tannat;Tannat;Processamento;Uva Vinífera;1997;1511421
5718;ti_Tempranillo;Tempranillo;Processamento;Uva Vinífera;1997;0
5719;ti_Teroldego;Teroldego;Processamento;Uva Vinífera;1997;0
5720;ti_Torrontes;Torrontes;Processamento;Uva Vinífera;1997;0
5721;ti_Tinta Barroca;Tinta Barroca;Processamento;Uva Vinífera;1997;0
5722;ti_Touriga Francesa;Touriga Francesa;Processamento;Uva Vinífera;1997;0
5723;ti_Touriga Nacional;Touriga Nacional;Processamento;Uva Vinífera;1997;0
5724;ti_Tinta Madeira;Tinta Madeira;Processamento;Uva Vinífera;1997;0
5725;ti_Tintoria;Tintoria;Processamento;Uva Vinífera;1997;0
5726;ti_Trincdeira;Trincdeira;Processamento;Uva Vinífera;1997;0
5727;ti_Trousseau;Trousseau;Processamento;Uva Vinífera;1997;0
5728;ti_Zinfandel;Zinfandel;Processamento;Uva Vinífera;1997;1689415
5729;ti_Outras1;Outras1;Processamento;Uva Vinífera;1997;0
5730;BRANCASEROSADAS;BRANCAS E ROSADAS;Processamento;Uva Vinífera;1997;44119355
5731;br_Aliatico;Aliatico;Processamento;Uva Vinífera;1997;0
5732;br_Aligote;Aligote;Processamento;Uva Vinífera;1997;0
5733;br_Altesse;Altesse;Processamento;Uva Vinífera;1997;0
5734;br_Alvarinho;Alvarinho;Processamento;Uva Vinífera;1997;0
5735;br_Arriloba;Arriloba;Processamento;Uva Vinífera;1997;0
5736;br_Auxerrois;Auxerrois;Processamento;Uva Vinífera;1997;616
5737;br_Burger;Burger;Processamento;Uva Vinífera;1997;25067
5738;br_Chardonnay;Chardonnay;Processamento;Uva Vinífera;1997;4745010
5739;br_Chasselas;Chasselas;Processamento;Uva Vinífera;1997;130461
5740;br_Chenin Blanc;Chenin Blanc;Processamento;Uva Vinífera;1997;588756
5741;br_Clairette(1);Clairette(1);Processamento;Uva Vinífera;1997;0
5742;br_Colombard;Colombard;Processamento;Uva Vinífera;1997;0
5743;br_Flora;Flora;Processamento;Uva Vinífera;1997;585629
5744;br_Garganega;Garganega;Processamento;Uva Vinífera;1997;0
5745;br_Gewurztraminer;Gewurztraminer;Processamento;Uva Vinífera;1997;838944
5746;br_Gouveio;Gouveio;Processamento;Uva Vinífera;1997;0
5747;br_Gros Manseng;Gros Manseng;Processamento;Uva Vinífera;1997;0
5748;br_Italia (Pirovano 65) (PE);Italia (Pirovano 65) (PE);Processamento;Uva Vinífera;1997;0
5749;br_Maccabeo;Maccabeo;Processamento;Uva Vinífera;1997;0
5750;br_Malvasia;Malvasia;Processamento;Uva Vinífera;1997;1957293
5751;br_Malvasia Amarela;Malvasia Amarela;Processamento;Uva Vinífera;1997;0
5752;br_Malvasia Bianca;Malvasia Bianca;Processamento;Uva Vinífera;1997;40689
5753;br_Malvasia Chianti;Malvasia Chianti;Processamento;Uva Vinífera;1997;0
5754;br_Malvasia Verde;Malvasia Verde;Processamento;Uva Vinífera;1997;0
5755;br_Malvasia di Candia;Malvasia di Candia;Processamento;Uva Vinífera;1997;0
5756;br_Malvasia Istriana;Malvasia Istriana;Processamento;Uva Vinífera;1997;0
5757;br_Mistura de uvas viníferas;Mistura de uvas viníferas branco;Processamento;Uva Vinífera;1997;0
5758;br_Mistura de uvas viníferas;Mistura de uvas viníferas rosado;Processamento;Uva Vinífera;1997;0
5759;br_Moscato_branco;Moscato Branco;Processamento;Uva Vinífera;1997;13576155
5760;br_Moscato Canelli;Moscato Canelli;Processamento;Uva Vinífera;1997;0
5761;br_Moscato Giallo;Moscato Giallo;Processamento;Uva Vinífera;1997;0
5762;br_Moscato Nazareno;Moscato Nazareno;Processamento;Uva Vinífera;1997;0
5763;br_Moscato Bianco R2;Moscato Bianco R2;Processamento;Uva Vinífera;1997;0
5764;br_Moscato de Alexandria;Moscato de Alexandria;Processamento;Uva Vinífera;1997;0
5765;br_Moscato Rosado;Moscato Rosado;Processamento;Uva Vinífera;1997;0
5766;br_Muscat a Petits Grains;Muscat à Petits Grains;Processamento;Uva Vinífera;1997;0
5767;br_Muller Thurgau;Muller Thurgau;Processamento;Uva Vinífera;1997;19699
5768;br_Muscadelle;Muscadelle;Processamento;Uva Vinífera;1997;1342
5769;br_Ora;Ora;Processamento;Uva Vinífera;1997;0
5770;br_Palomino;Palomino;Processamento;Uva Vinífera;1997;16819
5771;br_Petit Manseng;Petit Manseng;Processamento;Uva Vinífera;1997;0
5772;br_Peverella;Peverella;Processamento;Uva Vinífera;1997;522848
5773;br_Pinot Blanc;Pinot Blanc;Processamento;Uva Vinífera;1997;421175
5774;br_Pinot Gris;Pinot Gris;Processamento;Uva Vinífera;1997;992
5775;br_Prosecco;Prosecco;Processamento;Uva Vinífera;1997;319186
5776;br_Red Veltliner;Red Veltliner;Processamento;Uva Vinífera;1997;0
5777;br_Riesling Italico;Riesling Italico;Processamento;Uva Vinífera;1997;8184477
5778;br_Riesling Renano;Riesling Renano;Processamento;Uva Vinífera;1997;616675
5779;br_Sauvignon Blanc(2);Sauvignon Blanc(2);Processamento;Uva Vinífera;1997;1022535
5780;br_Sauvignon Gris;Sauvignon Gris;Processamento;Uva Vinífera;1997;0
5781;br_Seara Nova;Seara Nova;Processamento;Uva Vinífera;1997;72809
5782;br_Semillon;Semillon;Processamento;Uva Vinífera;1997;3656512
5783;br_Schonburger;Schonburger;Processamento;Uva Vinífera;1997;0
5784;br_Sylvaner;Sylvaner;Processamento;Uva Vinífera;1997;46259
5785;br_Tocai Friulano;Tocai Friulano;Processamento;Uva Vinífera;1997;811
5786;br_Trebbiano;Trebbiano;Processamento;Uva Vinífera;1997;6147074
5787;br_Trebbiano Toscano;Trebbiano Toscano;Processamento;Uva Vinífera;1997;0
5788;br_Verdea;Verdea;Processamento;Uva Vinífera;1997;0
5789;br_Verdelho;Verdelho;Processamento;Uva Vinífera;1997;0
5790;br_Verdiso;Verdiso;Processamento;Uva Vinífera;1997;1250
5791;br_Vermentino;Vermentino;Processamento;Uva Vinífera;1997;20335
5792;br_Vernaccia;Vernaccia;Processamento;Uva Vinífera;1997;509954
5793;br_Viognier;Viognier;Processamento;Uva Vinífera;1997;0
5794;br_Outras(3);Outras(3);Processamento;Uva Vinífera;1997;49983
5795;;;Processamento;Uva Vinífera;1997;0
5796;TINTAS;TINTAS;Processamento;Uva Americana;1998;242607184
5797;ti_Bacarina;Bacarina;Processamento;Uva Americana;1998;0
5798;ti_Bailey;Bailey;Processamento;Uva Americana;1998;0
5799;ti_Bordo;Bordo;Processamento;Uva Americana;1998;34014727
5800;ti_Bourdin (S);Bourdin (S);Processamento;Uva Americana;1998;7270
5801;ti_BRSCarmen;BRS Carmen;Processamento;Uva Americana;1998;0
5802;ti_BRSCora;BRS Cora;Processamento;Uva Americana;1998;0
5803;ti_BRS Magna;BRS Magna;Processamento;Uva Americana;1998;0
5804;ti_BRS Margot;BRS Margot;Processamento;Uva Americana;1998;0
5805;ti_BRSMorena;BRS Morena;Processamento;Uva Americana;1998;0
5806;ti_BRS Rúbea;BRS Rúbea;Processamento;Uva Americana;1998;0
5807;ti_BRSVioleta;BRS Violeta;Processamento;Uva Americana;1998;0
5808;ti_BRS Vitória;BRS Vitória;Processamento;Uva Americana;1998;0
5809;ti_Champagnon(Champanheta);Champagnon (Champanheta);Processamento;Uva Americana;1998;0
5810;ti_Coleções;Coleções;Processamento;Uva Americana;1998;0
5811;ti_Concord;Concord;Processamento;Uva Americana;1998;21850423
5812;ti_Concordclone30;Concord clone 30;Processamento;Uva Americana;1998;0
5813;ti_Couderc;Couderc;Processamento;Uva Americana;1998;9098481
5814;ti_Cynthiana(1);Cynthiana(1);Processamento;Uva Americana;1998;292590
5815;ti_Herbemont;Herbemont;Processamento;Uva Americana;1998;17315058
5816;ti_IAC138022;IAC 138022;Processamento;Uva Americana;1998;0
5817;ti_Isabel;Isabel;Processamento;Uva Americana;1998;143410394
5818;ti_IsabelPrecoce;Isabel Precoce;Processamento;Uva Americana;1998;0
5819;ti_Jacquez;Jacquez;Processamento;Uva Americana;1998;2221138
5820;ti_Kyoko;Kyoko;Processamento;Uva Americana;1998;0
5821;ti_Landot;Landot;Processamento;Uva Americana;1998;0
5822;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;Processamento;Uva Americana;1998;0
5823;ti_Oberlin;Oberlin;Processamento;Uva Americana;1998;2826
5824;ti_Othello;Othello;Processamento;Uva Americana;1998;55456
5825;ti_Paco;Paco;Processamento;Uva Americana;1998;0
5826;ti_Patricia;Patricia;Processamento;Uva Americana;1998;0
5827;ti_Seibel;Seibel;Processamento;Uva Americana;1998;14338821
5828;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);Processamento;Uva Americana;1998;0
5829;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);Processamento;Uva Americana;1998;0
5830;ti_Vênus;Vênus;Processamento;Uva Americana;1998;0
5831;BRANCASEROSADAS;BRANCAS E ROSADAS;Processamento;Uva Americana;1998;25221416
5832;br_Baco;Baco;Processamento;Uva Americana;1998;1012
5833;br_Bokay;Bokay;Processamento;Uva Americana;1998;0
5834;br_BRSClara;BRS Clara;Processamento;Uva Americana;1998;0
5835;br_BRSLorena;BRS Lorena;Processamento;Uva Americana;1998;0
5836;br_Couderc13;Couderc 13;Processamento;Uva Americana;1998;2598439
5837;br_Delaware;Delaware;Processamento;Uva Americana;1998;0
5838;br_DonaZillá;Dona Zillá;Processamento;Uva Americana;1998;0
5839;br_DutChess;Dut Chess;Processamento;Uva Americana;1998;16342
5840;br_Goethe;Goethe;Processamento;Uva Americana;1998;322158
5841;br_IAC;IAC;Processamento;Uva Americana;1998;0
5842;br_Juliana;Juliana;Processamento;Uva Americana;1998;0
5843;br_Martha;Martha;Processamento;Uva Americana;1998;4307
5844;br_Mistura de uvas americanas;Mistura de uvas americanas;Processamento;Uva Americana;1998;0
5845;br_MoscatoEmbrapa;Moscato Embrapa;Processamento;Uva Americana;1998;0
5846;br_Niagara;Niagara;Processamento;Uva Americana;1998;16338939
5847;br_NiagaraBranca;Niagara Branca;Processamento;Uva Americana;1998;0
5848;br_NiagaraRosada;Niagara Rosada;Processamento;Uva Americana;1998;4312102
5849;br_Poloske;Poloske;Processamento;Uva Americana;1998;0
5850;br_Seleções;Seleções;Processamento;Uva Americana;1998;0
5851;br_SeyveVillard;Seyve Villard;Processamento;Uva Americana;1998;1564884
5852;br_SeyveVillard5276;Seyve Villard 5276;Processamento;Uva Americana;1998;0
5853;br_SeyveVillard12375;Seyve Villard 12375;Processamento;Uva Americana;1998;63233
5854;br_TardiadeCaxias;Tardia de Caxias;Processamento;Uva Americana;1998;0
5855;br_Outras;Outras(2);Processamento;Uva Americana;1998;0
5856;TINTAS;TINTAS;Processamento;Uva de Mesa;1998;21638
5857;ti_ Alphonse Lavallee; Alphonse Lavallee;Processamento;Uva de Mesa;1998;0
5858;ti_ Moscato de Hamburgo; Moscato de Hamburgo;Processamento;Uva de Mesa;1998;0
5859;BRANCAS;BRANCAS;Processamento;Uva de Mesa;1998;0
5860;br_Cardinal; Cardinal;Processamento;Uva de Mesa;1998;0
5861;br_Golden Queen; Golden Queen;Processamento;Uva de Mesa;1998;0
5862;br_Patrícia; Patrícia;Processamento;Uva de Mesa;1998;0
5863;br_Perlona; Perlona;Processamento;Uva de Mesa;1998;0
5864;br_Italia; Italia;Processamento;Uva de Mesa;1998;0
5865;br_Rubi (Itália, Itália Ro); Rubi (Itália, Itália Ro);Processamento;Uva de Mesa;1998;0
5866;sc;Sem classificação;Processamento;Uva Sem Classificação;1998;0
5867;TINTAS;TINTAS;Processamento;Uva Vinífera;1998;13590968
5868;ti_Alicante Bouschet;Alicante Bouschet;Processamento;Uva Vinífera;1998;64396
5869;ti_Ancelota;Ancelota;Processamento;Uva Vinífera;1998;0
5870;ti_Aramon;Aramon;Processamento;Uva Vinífera;1998;0
5871;ti_Alfrocheiro;Alfrocheiro;Processamento;Uva Vinífera;1998;0
5872;ti_Arinarnoa;Arinarnoa;Processamento;Uva Vinífera;1998;0
5873;ti_Aspirant Bouschet;Aspirant Bouschet;Processamento;Uva Vinífera;1998;0
5874;ti_Barbera;Barbera;Processamento;Uva Vinífera;1998;183269
5875;ti_Bonarda;Bonarda;Processamento;Uva Vinífera;1998;33225
5876;ti_Cabernet Franc;Cabernet Franc;Processamento;Uva Vinífera;1998;2588929
5877;ti_Cabernet Sauvignon;Cabernet Sauvignon;Processamento;Uva Vinífera;1998;3564802
5878;ti_ Caladoc;Caladoc;Processamento;Uva Vinífera;1998;0
5879;ti_Campanario;Campanario;Processamento;Uva Vinífera;1998;0
5880;ti_Canaiolo;Canaiolo;Processamento;Uva Vinífera;1998;1354
5881;ti_Carignan;Carignan;Processamento;Uva Vinífera;1998;0
5882;ti_Carmenere;Carmenere;Processamento;Uva Vinífera;1998;10100
5883;ti_Castelão;Castelão;Processamento;Uva Vinífera;1998;0
5884;ti_Corvina;Corvina;Processamento;Uva Vinífera;1998;0
5885;ti_Croatina;Croatina;Processamento;Uva Vinífera;1998;0
5886;ti_Cinsaut;Cinsaut;Processamento;Uva Vinífera;1998;5700
5887;ti_Dom Felder;Dom Felder;Processamento;Uva Vinífera;1998;0
5888;ti_Dolcetto;Dolcetto;Processamento;Uva Vinífera;1998;0
5889;ti_Durif;Durif;Processamento;Uva Vinífera;1998;0
5890;ti_Freisa;Freisa;Processamento;Uva Vinífera;1998;0
5891;ti_Egiodola;Egiodola;Processamento;Uva Vinífera;1998;0
5892;ti_Ekigaina;Ekigaina;Processamento;Uva Vinífera;1998;0
5893;ti_Festival (Sugraone);Festival (Sugraone);Processamento;Uva Vinífera;1998;0
5894;ti_Franconia;Franconia;Processamento;Uva Vinífera;1998;0
5895;ti_Freisa;Freisa;Processamento;Uva Vinífera;1998;0
5896;ti_Gamay St Romain;Gamay St Romain;Processamento;Uva Vinífera;1998;154220
5897;ti_Gamay Beaujolais;Gamay Beaujolais;Processamento;Uva Vinífera;1998;450296
5898;ti_Grand Noir;Grand Noir;Processamento;Uva Vinífera;1998;422
5899;ti_Grenache;Grenache;Processamento;Uva Vinífera;1998;0
5900;ti_Jaen;Jaen;Processamento;Uva Vinífera;1998;0
5901;ti_Lagrein;Lagrein;Processamento;Uva Vinífera;1998;0
5902;ti_Lambrusco;Lambrusco;Processamento;Uva Vinífera;1998;45240
5903;ti_Malbec;Malbec;Processamento;Uva Vinífera;1998;12977
5904;ti_Marzemina;Marzemina;Processamento;Uva Vinífera;1998;1390
5905;ti_Merlot;Merlot;Processamento;Uva Vinífera;1998;3188079
5906;ti_Marselan;Marselan;Processamento;Uva Vinífera;1998;0
5907;ti_Molinera;Molinera;Processamento;Uva Vinífera;1998;0
5908;ti_Montepulciano;Montepulciano;Processamento;Uva Vinífera;1998;0
5909;ti_Moscato Bailey;Moscato Bailey;Processamento;Uva Vinífera;1998;0
5910;ti_Napa Gamay;Napa Gamay;Processamento;Uva Vinífera;1998;238000
5911;ti_Nebbiolo;Nebbiolo;Processamento;Uva Vinífera;1998;12305
5912;ti_Petit Verdot;Petit Verdot;Processamento;Uva Vinífera;1998;0
5913;ti_Petite Sirah;Petite Sirah;Processamento;Uva Vinífera;1998;78455
5914;ti_Pinotage;Pinotage;Processamento;Uva Vinífera;1998;629762
5915;ti_Pinot Noir;Pinot Noir;Processamento;Uva Vinífera;1998;276386
5916;ti_Pinot Saint George;Pinot Saint George;Processamento;Uva Vinífera;1998;171750
5917;ti_Piriquita;Piriquita;Processamento;Uva Vinífera;1998;0
5918;ti_Rebo;Rebo;Processamento;Uva Vinífera;1998;0
5919;ti_Refosco;Refosco;Processamento;Uva Vinífera;1998;0
5920;ti_Rondinella;Rondinella;Processamento;Uva Vinífera;1998;0
5921;ti_Ruby Cabernet;Ruby Cabernet;Processamento;Uva Vinífera;1998;16033
5922;ti_Sangiovese;Sangiovese;Processamento;Uva Vinífera;1998;0
5923;ti_Sira (falsa);Sira (falsa);Processamento;Uva Vinífera;1998;0
5924;ti_Tannat;Tannat;Processamento;Uva Vinífera;1998;1270299
5925;ti_Tempranillo;Tempranillo;Processamento;Uva Vinífera;1998;0
5926;ti_Teroldego;Teroldego;Processamento;Uva Vinífera;1998;0
5927;ti_Torrontes;Torrontes;Processamento;Uva Vinífera;1998;0
5928;ti_Tinta Barroca;Tinta Barroca;Processamento;Uva Vinífera;1998;0
5929;ti_Touriga Francesa;Touriga Francesa;Processamento;Uva Vinífera;1998;0
5930;ti_Touriga Nacional;Touriga Nacional;Processamento;Uva Vinífera;1998;0
5931;ti_Tinta Madeira;Tinta Madeira;Processamento;Uva Vinífera;1998;0
5932;ti_Tintoria;Tintoria;Processamento;Uva Vinífera;1998;0
5933;ti_Trincdeira;Trincdeira;Processamento;Uva Vinífera;1998;0
5934;ti_Trousseau;Trousseau;Processamento;Uva Vinífera;1998;0
5935;ti_Zinfandel;Zinfandel;Processamento;Uva Vinífera;1998;593579
5936;ti_Outras1;Outras1;Processamento;Uva Vinífera;1998;0
5937;BRANCASEROSADAS;BRANCAS E ROSADAS;Processamento;Uva Vinífera;1998;32115220
5938;br_Aliatico;Aliatico;Processamento;Uva Vinífera;1998;0
5939;br_Aligote;Aligote;Processamento;Uva Vinífera;1998;23716
5940;br_Altesse;Altesse;Processamento;Uva Vinífera;1998;0
5941;br_Alvarinho;Alvarinho;Processamento;Uva Vinífera;1998;0
5942;br_Arriloba;Arriloba;Processamento;Uva Vinífera;1998;17439
5943;br_Auxerrois;Auxerrois;Processamento;Uva Vinífera;1998;0
5944;br_Burger;Burger;Processamento;Uva Vinífera;1998;12295
5945;br_Chardonnay;Chardonnay;Processamento;Uva Vinífera;1998;2966716
5946;br_Chasselas;Chasselas;Processamento;Uva Vinífera;1998;80410
5947;br_Chenin Blanc;Chenin Blanc;Processamento;Uva Vinífera;1998;398013
5948;br_Clairette(1);Clairette(1);Processamento;Uva Vinífera;1998;0
5949;br_Colombard;Colombard;Processamento;Uva Vinífera;1998;171673
5950;br_Flora;Flora;Processamento;Uva Vinífera;1998;311974
5951;br_Garganega;Garganega;Processamento;Uva Vinífera;1998;0
5952;br_Gewurztraminer;Gewurztraminer;Processamento;Uva Vinífera;1998;417301
5953;br_Gouveio;Gouveio;Processamento;Uva Vinífera;1998;0
5954;br_Gros Manseng;Gros Manseng;Processamento;Uva Vinífera;1998;0
5955;br_Italia (Pirovano 65) (PE);Italia (Pirovano 65) (PE);Processamento;Uva Vinífera;1998;0
5956;br_Maccabeo;Maccabeo;Processamento;Uva Vinífera;1998;0
5957;br_Malvasia;Malvasia;Processamento;Uva Vinífera;1998;1718461
5958;br_Malvasia Amarela;Malvasia Amarela;Processamento;Uva Vinífera;1998;0
5959;br_Malvasia Bianca;Malvasia Bianca;Processamento;Uva Vinífera;1998;4710
5960;br_Malvasia Chianti;Malvasia Chianti;Processamento;Uva Vinífera;1998;0
5961;br_Malvasia Verde;Malvasia Verde;Processamento;Uva Vinífera;1998;0
5962;br_Malvasia di Candia;Malvasia di Candia;Processamento;Uva Vinífera;1998;0
5963;br_Malvasia Istriana;Malvasia Istriana;Processamento;Uva Vinífera;1998;0
5964;br_Mistura de uvas viníferas;Mistura de uvas viníferas branco;Processamento;Uva Vinífera;1998;0
5965;br_Mistura de uvas viníferas;Mistura de uvas viníferas rosado;Processamento;Uva Vinífera;1998;0
5966;br_Moscato_branco;Moscato Branco;Processamento;Uva Vinífera;1998;9495554
5967;br_Moscato Canelli;Moscato Canelli;Processamento;Uva Vinífera;1998;0
5968;br_Moscato Giallo;Moscato Giallo;Processamento;Uva Vinífera;1998;0
5969;br_Moscato Nazareno;Moscato Nazareno;Processamento;Uva Vinífera;1998;0
5970;br_Moscato Bianco R2;Moscato Bianco R2;Processamento;Uva Vinífera;1998;0
5971;br_Moscato de Alexandria;Moscato de Alexandria;Processamento;Uva Vinífera;1998;0
5972;br_Moscato Rosado;Moscato Rosado;Processamento;Uva Vinífera;1998;0
5973;br_Muscat a Petits Grains;Muscat à Petits Grains;Processamento;Uva Vinífera;1998;0
5974;br_Muller Thurgau;Muller Thurgau;Processamento;Uva Vinífera;1998;15232
5975;br_Muscadelle;Muscadelle;Processamento;Uva Vinífera;1998;2489
5976;br_Ora;Ora;Processamento;Uva Vinífera;1998;0
5977;br_Palomino;Palomino;Processamento;Uva Vinífera;1998;13406
5978;br_Petit Manseng;Petit Manseng;Processamento;Uva Vinífera;1998;0
5979;br_Peverella;Peverella;Processamento;Uva Vinífera;1998;543544
5980;br_Pinot Blanc;Pinot Blanc;Processamento;Uva Vinífera;1998;257467
5981;br_Pinot Gris;Pinot Gris;Processamento;Uva Vinífera;1998;0
5982;br_Prosecco;Prosecco;Processamento;Uva Vinífera;1998;249502
5983;br_Red Veltliner;Red Veltliner;Processamento;Uva Vinífera;1998;0
5984;br_Riesling Italico;Riesling Italico;Processamento;Uva Vinífera;1998;4532556
5985;br_Riesling Renano;Riesling Renano;Processamento;Uva Vinífera;1998;859540
5986;br_Sauvignon Blanc(2);Sauvignon Blanc(2);Processamento;Uva Vinífera;1998;722142
5987;br_Sauvignon Gris;Sauvignon Gris;Processamento;Uva Vinífera;1998;0
5988;br_Seara Nova;Seara Nova;Processamento;Uva Vinífera;1998;3707
5989;br_Semillon;Semillon;Processamento;Uva Vinífera;1998;2794570
