index;control;cultivar;Tipo;Produto;Ano;Quantidade (Kg)
5334;br_Italia (Pirovano 65) (PE);Italia (Pirovano 65) (PE);Processamento;Uva Vinífera;1995;0
5335;br_Maccabeo;Maccabeo;Processamento;Uva Vinífera;1995;0
5336;br_Malvasia;Malvasia;Processamento;Uva Vinífera;1995;2855822
5337;br_Malvasia Amarela;Malvasia Amarela;Processamento;Uva Vinífera;1995;0
5338;br_Malvasia Bianca;Malvasia Bianca;Processamento;Uva Vinífera;1995;0
5339;br_Malvasia Chianti;Malvasia Chianti;Processamento;Uva Vinífera;1995;0
5340;br_Malvasia Verde;Malvasia Verde;Processamento;Uva Vinífera;1995;0
5341;br_Malvasia di Candia;Malvasia di Candia;Processamento;Uva Vinífera;1995;0
5342;br_Malvasia Istriana;Malvasia Istriana;Processamento;Uva Vinífera;1995;0
5343;br_Mistura de uvas viníferas;Mistura de uvas viníferas branco;Processamento;Uva Vinífera;1995;0
5344;br_Mistura de uvas viníferas;Mistura de uvas viníferas rosado;Processamento;Uva Vinífera;1995;0
5345;br_Moscato_branco;Moscato Branco;Processamento;Uva Vinífera;1995;14045052
5346;br_Moscato Canelli;Moscato Canelli;Processamento;Uva Vinífera;1995;0
5347;br_Moscato Giallo;Moscato Giallo;Processamento;Uva Vinífera;1995;0
5348;br_Moscato Nazareno;Moscato Nazareno;Processamento;Uva Vinífera;1995;0
5349;br_Moscato Bianco R2;Moscato Bianco R2;Processamento;Uva Vinífera;1995;0
5350;br_Moscato de Alexandria;Moscato de Alexandria;Processamento;Uva Vinífera;1995;0
5351;br_Moscato Rosado;Moscato Rosado;Processamento;Uva Vinífera;1995;0
5352;br_Muscat a Petits Grains;Muscat à Petits Grains;Processamento;Uva Vinífera;1995;0
5353;br_Muller Thurgau;Muller Thurgau;Processamento;Uva Vinífera;1995;27587
5354;br_Muscadelle;Muscadelle;Processamento;Uva Vinífera;1995;600
5355;br_Ora;Ora;Processamento;Uva Vinífera;1995;0
5356;br_Palomino;Palomino;Processamento;Uva Vinífera;1995;17661
5357;br_Petit Manseng;Petit Manseng;Processamento;Uva Vinífera;1995;0
5358;br_Peverella;Peverella;Processamento;Uva Vinífera;1995;781672
5359;br_Pinot Blanc;Pinot Blanc;Processamento;Uva Vinífera;1995;519140
5360;br_Pinot Gris;Pinot Gris;Processamento;Uva Vinífera;1995;1548
5361;br_Prosecco;Prosecco;Processamento;Uva Vinífera;1995;269092
5362;br_Red Veltliner;Red Veltliner;Processamento;Uva Vinífera;1995;9016
5363;br_Riesling Italico;Riesling Italico;Processamento;Uva Vinífera;1995;8708541
5364;br_Riesling Renano;Riesling Renano;Processamento;Uva Vinífera;1995;831082
5365;br_Sauvignon Blanc(2);Sauvignon Blanc(2);Processamento;Uva Vinífera;1995;1007060
5366;br_Sauvignon Gris;Sauvignon Gris;Processamento;Uva Vinífera;1995;0
5367;br_Seara Nova;Seara Nova;Processamento;Uva Vinífera;1995;90957
5368;br_Semillon;Semillon;Processamento;Uva Vinífera;1995;4168130
5369;br_Schonburger;Schonburger;Processamento;Uva Vinífera;1995;0
5370;br_Sylvaner;Sylvaner;Processamento;Uva Vinífera;1995;88474
5371;br_Tocai Friulano;Tocai Friulano;Processamento;Uva Vinífera;1995;6530
5372;br_Trebbiano;Trebbiano;Processamento;Uva Vinífera;1995;7282643
5373;br_Trebbiano Toscano;Trebbiano Toscano;Processamento;Uva Vinífera;1995;0
5374;br_Verdea;Verdea;Processamento;Uva Vinífera;1995;0
5375;br_Verdelho;Verdelho;Processamento;Uva Vinífera;1995;0
5376;br_Verdiso;Verdiso;Processamento;Uva Vinífera;1995;0
5377;br_Vermentino;Vermentino;Processamento;Uva Vinífera;1995;38338
5378;br_Vernaccia;Vernaccia;Processamento;Uva Vinífera;1995;674738
5379;br_Viognier;Viognier;Processamento;Uva Vinífera;1995;0
5380;br_Outras(3);Outras(3);Processamento;Uva Vinífera;1995;0
5381;;;Processamento;Uva Vinífera;1995;0
5382;TINTAS;TINTAS;Processamento;Uva Americana;1996;231499856
5383;ti_Bacarina;Bacarina;Processamento;Uva Americana;1996;0
5384;ti_Bailey;Bailey;Processamento;Uva Americana;1996;0
5385;ti_Bordo;Bordo;Processamento;Uva Americana;1996;31280138
5386;ti_Bourdin (S);Bourdin (S);Processamento;Uva Americana;1996;0
5387;ti_BRSCarmen;BRS Carmen;Processamento;Uva Americana;1996;0
5388;ti_BRSCora;BRS Cora;Processamento;Uva Americana;1996;0
5389;ti_BRS Magna;BRS Magna;Processamento;Uva Americana;1996;0
5390;ti_BRS Margot;BRS Margot;Processamento;Uva Americana;1996;0
5391;ti_BRSMorena;BRS Morena;Processamento;Uva Americana;1996;0
5392;ti_BRS Rúbea;BRS Rúbea;Processamento;Uva Americana;1996;0
5393;ti_BRSVioleta;BRS Violeta;Processamento;Uva Americana;1996;0
5394;ti_BRS Vitória;BRS Vitória;Processamento;Uva Americana;1996;0
5395;ti_Champagnon(Champanheta);Champagnon (Champanheta);Processamento;Uva Americana;1996;0
5396;ti_Coleções;Coleções;Processamento;Uva Americana;1996;0
5397;ti_Concord;Concord;Processamento;Uva Americana;1996;16894753
5398;ti_Concordclone30;Concord clone 30;Processamento;Uva Americana;1996;0
5399;ti_Couderc;Couderc;Processamento;Uva Americana;1996;8736532
5400;ti_Cynthiana(1);Cynthiana(1);Processamento;Uva Americana;1996;415262
5401;ti_Herbemont;Herbemont;Processamento;Uva Americana;1996;21055147
5402;ti_IAC138022;IAC 138022;Processamento;Uva Americana;1996;0
5403;ti_Isabel;Isabel;Processamento;Uva Americana;1996;137107664
5404;ti_IsabelPrecoce;Isabel Precoce;Processamento;Uva Americana;1996;0
5405;ti_Jacquez;Jacquez;Processamento;Uva Americana;1996;1817283
5406;ti_Kyoko;Kyoko;Processamento;Uva Americana;1996;0
5407;ti_Landot;Landot;Processamento;Uva Americana;1996;0
5408;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;Processamento;Uva Americana;1996;0
5409;ti_Oberlin;Oberlin;Processamento;Uva Americana;1996;0
5410;ti_Othello;Othello;Processamento;Uva Americana;1996;25953
5411;ti_Paco;Paco;Processamento;Uva Americana;1996;0
5412;ti_Patricia;Patricia;Processamento;Uva Americana;1996;0
5413;ti_Seibel;Seibel;Processamento;Uva Americana;1996;14167124
5414;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);Processamento;Uva Americana;1996;0
5415;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);Processamento;Uva Americana;1996;0
5416;ti_Vênus;Vênus;Processamento;Uva Americana;1996;0
5417;BRANCASEROSADAS;BRANCAS E ROSADAS;Processamento;Uva Americana;1996;21299828
5418;br_Baco;Baco;Processamento;Uva Americana;1996;1482
5419;br_Bokay;Bokay;Processamento;Uva Americana;1996;0
5420;br_BRSClara;BRS Clara;Processamento;Uva Americana;1996;0
5421;br_BRSLorena;BRS Lorena;Processamento;Uva Americana;1996;0
5422;br_Couderc13;Couderc 13;Processamento;Uva Americana;1996;2627423
5423;br_Delaware;Delaware;Processamento;Uva Americana;1996;0
5424;br_DonaZillá;Dona Zillá;Processamento;Uva Americana;1996;0
5425;br_DutChess;Dut Chess;Processamento;Uva Americana;1996;0
5426;br_Goethe;Goethe;Processamento;Uva Americana;1996;341189
5427;br_IAC;IAC;Processamento;Uva Americana;1996;0
5428;br_Juliana;Juliana;Processamento;Uva Americana;1996;0
5429;br_Martha;Martha;Processamento;Uva Americana;1996;995
5430;br_Mistura de uvas americanas;Mistura de uvas americanas;Processamento;Uva Americana;1996;0
5431;br_MoscatoEmbrapa;Moscato Embrapa;Processamento;Uva Americana;1996;0
5432;br_Niagara;Niagara;Processamento;Uva Americana;1996;14560449
5433;br_NiagaraBranca;Niagara Branca;Processamento;Uva Americana;1996;15406
5434;br_NiagaraRosada;Niagara Rosada;Processamento;Uva Americana;1996;1391996
5435;br_Poloske;Poloske;Processamento;Uva Americana;1996;0
5436;br_Seleções;Seleções;Processamento;Uva Americana;1996;0
5437;br_SeyveVillard;Seyve Villard;Processamento;Uva Americana;1996;2311312
5438;br_SeyveVillard5276;Seyve Villard 5276;Processamento;Uva Americana;1996;0
5439;br_SeyveVillard12375;Seyve Villard 12375;Processamento;Uva Americana;1996;0
5440;br_TardiadeCaxias;Tardia de Caxias;Processamento;Uva Americana;1996;0
5441;br_Outras;Outras(2);Processamento;Uva Americana;1996;49576
5442;TINTAS;TINTAS;Processamento;Uva de Mesa;1996;1389173
5443;ti_ Alphonse Lavallee; Alphonse Lavallee;Processamento;Uva de Mesa;1996;0
5444;ti_ Moscato de Hamburgo; Moscato de Hamburgo;Processamento;Uva de Mesa;1996;0
5445;BRANCAS;BRANCAS;Processamento;Uva de Mesa;1996;0
5446;br_Cardinal; Cardinal;Processamento;Uva de Mesa;1996;0
5447;br_Golden Queen; Golden Queen;Processamento;Uva de Mesa;1996;0
5448;br_Patrícia; Patrícia;Processamento;Uva de Mesa;1996;0
5449;br_Perlona; Perlona;Processamento;Uva de Mesa;1996;0
5450;br_Italia; Italia;Processamento;Uva de Mesa;1996;0
5451;br_Rubi (Itália, Itália Ro); Rubi (Itália, Itália Ro);Processamento;Uva de Mesa;1996;0
5452;sc;Sem classificação;Processamento;Uva Sem Classificação;1996;0
5453;TINTAS;TINTAS;Processamento;Uva Vinífera;1996;19313252
5454;ti_Alicante Bouschet;Alicante Bouschet;Processamento;Uva Vinífera;1996;65322
5455;ti_Ancelota;Ancelota;Processamento;Uva Vinífera;1996;0
5456;ti_Aramon;Aramon;Processamento;Uva Vinífera;1996;0
5457;ti_Alfrocheiro;Alfrocheiro;Processamento;Uva Vinífera;1996;0
5458;ti_Arinarnoa;Arinarnoa;Processamento;Uva Vinífera;1996;0
5459;ti_Aspirant Bouschet;Aspirant Bouschet;Processamento;Uva Vinífera;1996;0
5460;ti_Barbera;Barbera;Processamento;Uva Vinífera;1996;594591
5461;ti_Bonarda;Bonarda;Processamento;Uva Vinífera;1996;146851
5462;ti_Cabernet Franc;Cabernet Franc;Processamento;Uva Vinífera;1996;4341461
5463;ti_Cabernet Sauvignon;Cabernet Sauvignon;Processamento;Uva Vinífera;1996;3993137
5464;ti_ Caladoc;Caladoc;Processamento;Uva Vinífera;1996;0
5465;ti_Campanario;Campanario;Processamento;Uva Vinífera;1996;17045
5466;ti_Canaiolo;Canaiolo;Processamento;Uva Vinífera;1996;11404
5467;ti_Carignan;Carignan;Processamento;Uva Vinífera;1996;10777
5468;ti_Carmenere;Carmenere;Processamento;Uva Vinífera;1996;878
5469;ti_Castelão;Castelão;Processamento;Uva Vinífera;1996;0
5470;ti_Corvina;Corvina;Processamento;Uva Vinífera;1996;0
5471;ti_Croatina;Croatina;Processamento;Uva Vinífera;1996;0
5472;ti_Cinsaut;Cinsaut;Processamento;Uva Vinífera;1996;243012
5473;ti_Dom Felder;Dom Felder;Processamento;Uva Vinífera;1996;0
5474;ti_Dolcetto;Dolcetto;Processamento;Uva Vinífera;1996;0
5475;ti_Durif;Durif;Processamento;Uva Vinífera;1996;0
5476;ti_Freisa;Freisa;Processamento;Uva Vinífera;1996;0
5477;ti_Egiodola;Egiodola;Processamento;Uva Vinífera;1996;0
5478;ti_Ekigaina;Ekigaina;Processamento;Uva Vinífera;1996;0
5479;ti_Festival (Sugraone);Festival (Sugraone);Processamento;Uva Vinífera;1996;0
5480;ti_Franconia;Franconia;Processamento;Uva Vinífera;1996;0
5481;ti_Freisa;Freisa;Processamento;Uva Vinífera;1996;0
5482;ti_Gamay St Romain;Gamay St Romain;Processamento;Uva Vinífera;1996;66767
5483;ti_Gamay Beaujolais;Gamay Beaujolais;Processamento;Uva Vinífera;1996;528897
5484;ti_Grand Noir;Grand Noir;Processamento;Uva Vinífera;1996;378
5485;ti_Grenache;Grenache;Processamento;Uva Vinífera;1996;0
5486;ti_Jaen;Jaen;Processamento;Uva Vinífera;1996;0
5487;ti_Lagrein;Lagrein;Processamento;Uva Vinífera;1996;0
5488;ti_Lambrusco;Lambrusco;Processamento;Uva Vinífera;1996;20805
5489;ti_Malbec;Malbec;Processamento;Uva Vinífera;1996;205117
5490;ti_Marzemina;Marzemina;Processamento;Uva Vinífera;1996;49350
5491;ti_Merlot;Merlot;Processamento;Uva Vinífera;1996;4230298
5492;ti_Marselan;Marselan;Processamento;Uva Vinífera;1996;0
5493;ti_Molinera;Molinera;Processamento;Uva Vinífera;1996;0
5494;ti_Montepulciano;Montepulciano;Processamento;Uva Vinífera;1996;0
5495;ti_Moscato Bailey;Moscato Bailey;Processamento;Uva Vinífera;1996;0
5496;ti_Napa Gamay;Napa Gamay;Processamento;Uva Vinífera;1996;348190
5497;ti_Nebbiolo;Nebbiolo;Processamento;Uva Vinífera;1996;89670
5498;ti_Petit Verdot;Petit Verdot;Processamento;Uva Vinífera;1996;0
5499;ti_Petite Sirah;Petite Sirah;Processamento;Uva Vinífera;1996;92374
5500;ti_Pinotage;Pinotage;Processamento;Uva Vinífera;1996;641203
5501;ti_Pinot Noir;Pinot Noir;Processamento;Uva Vinífera;1996;604623
5502;ti_Pinot Saint George;Pinot Saint George;Processamento;Uva Vinífera;1996;209420
5503;ti_Piriquita;Piriquita;Processamento;Uva Vinífera;1996;0
5504;ti_Rebo;Rebo;Processamento;Uva Vinífera;1996;0
5505;ti_Refosco;Refosco;Processamento;Uva Vinífera;1996;0
5506;ti_Rondinella;Rondinella;Processamento;Uva Vinífera;1996;0
5507;ti_Ruby Cabernet;Ruby Cabernet;Processamento;Uva Vinífera;1996;16653
5508;ti_Sangiovese;Sangiovese;Processamento;Uva Vinífera;1996;8042
5509;ti_Sira (falsa);Sira (falsa);Processamento;Uva Vinífera;1996;0
5510;ti_Tannat;Tannat;Processamento;Uva Vinífera;1996;1762327
5511;ti_Tempranillo;Tempranillo;Processamento;Uva Vinífera;1996;0
5512;ti_Teroldego;Teroldego;Processamento;Uva Vinífera;1996;0
5513;ti_Torrontes;Torrontes;Processamento;Uva Vinífera;1996;0
5514;ti_Tinta Barroca;Tinta Barroca;Processamento;Uva Vinífera;1996;0
5515;ti_Touriga Francesa;Touriga Francesa;Processamento;Uva Vinífera;1996;0
5516;ti_Touriga Nacional;Touriga Nacional;Processamento;Uva Vinífera;1996;0
5517;ti_Tinta Madeira;Tinta Madeira;Processamento;Uva Vinífera;1996;0
5518;ti_Tintoria;Tintoria;Processamento;Uva Vinífera;1996;3035
5519;ti_Trincdeira;Trincdeira;Processamento;Uva Vinífera;1996;0
5520;ti_Trousseau;Trousseau;Processamento;Uva Vinífera;1996;0
5521;ti_Zinfandel;Zinfandel;Processamento;Uva Vinífera;1996;1011625
5522;ti_Outras1;Outras1;Processamento;Uva Vinífera;1996;0
5523;BRANCASEROSADAS;BRANCAS E ROSADAS;Processamento;Uva Vinífera;1996;42887098
5524;br_Aliatico;Aliatico;Processamento;Uva Vinífera;1996;0
5525;br_Aligote;Aligote;Processamento;Uva Vinífera;1996;0
5526;br_Altesse;Altesse;Processamento;Uva Vinífera;1996;110708
5527;br_Alvarinho;Alvarinho;Processamento;Uva Vinífera;1996;0
5528;br_Arriloba;Arriloba;Processamento;Uva Vinífera;1996;0
5529;br_Auxerrois;Auxerrois;Processamento;Uva Vinífera;1996;361
5530;br_Burger;Burger;Processamento;Uva Vinífera;1996;14640
5531;br_Chardonnay;Chardonnay;Processamento;Uva Vinífera;1996;3402706
5532;br_Chasselas;Chasselas;Processamento;Uva Vinífera;1996;126389
5533;br_Chenin Blanc;Chenin Blanc;Processamento;Uva Vinífera;1996;493923
5534;br_Clairette(1);Clairette(1);Processamento;Uva Vinífera;1996;153092
5535;br_Colombard;Colombard;Processamento;Uva Vinífera;1996;203100
5536;br_Flora;Flora;Processamento;Uva Vinífera;1996;346727
5537;br_Garganega;Garganega;Processamento;Uva Vinífera;1996;0
5538;br_Gewurztraminer;Gewurztraminer;Processamento;Uva Vinífera;1996;844959
5539;br_Gouveio;Gouveio;Processamento;Uva Vinífera;1996;0
5540;br_Gros Manseng;Gros Manseng;Processamento;Uva Vinífera;1996;0
5541;br_Italia (Pirovano 65) (PE);Italia (Pirovano 65) (PE);Processamento;Uva Vinífera;1996;0
5542;br_Maccabeo;Maccabeo;Processamento;Uva Vinífera;1996;0
5543;br_Malvasia;Malvasia;Processamento;Uva Vinífera;1996;1587944
5544;br_Malvasia Amarela;Malvasia Amarela;Processamento;Uva Vinífera;1996;0
5545;br_Malvasia Bianca;Malvasia Bianca;Processamento;Uva Vinífera;1996;0
5546;br_Malvasia Chianti;Malvasia Chianti;Processamento;Uva Vinífera;1996;0
5547;br_Malvasia Verde;Malvasia Verde;Processamento;Uva Vinífera;1996;0
5548;br_Malvasia di Candia;Malvasia di Candia;Processamento;Uva Vinífera;1996;0
5549;br_Malvasia Istriana;Malvasia Istriana;Processamento;Uva Vinífera;1996;0
5550;br_Mistura de uvas viníferas;Mistura de uvas viníferas branco;Processamento;Uva Vinífera;1996;0
5551;br_Mistura de uvas viníferas;Mistura de uvas viníferas rosado;Processamento;Uva Vinífera;1996;0
5552;br_Moscato_branco;Moscato Branco;Processamento;Uva Vinífera;1996;14374633
5553;br_Moscato Canelli;Moscato Canelli;Processamento;Uva Vinífera;1996;0
5554;br_Moscato Giallo;Moscato Giallo;Processamento;Uva Vinífera;1996;0
5555;br_Moscato Nazareno;Moscato Nazareno;Processamento;Uva Vinífera;1996;0
5556;br_Moscato Bianco R2;Moscato Bianco R2;Processamento;Uva Vinífera;1996;0
5557;br_Moscato de Alexandria;Moscato de Alexandria;Processamento;Uva Vinífera;1996;0
5558;br_Moscato Rosado;Moscato Rosado;Processamento;Uva Vinífera;1996;0
5559;br_Muscat a Petits Grains;Muscat à Petits Grains;Processamento;Uva Vinífera;1996;0
5560;br_Muller Thurgau;Muller Thurgau;Processamento;Uva Vinífera;1996;15307
5561;br_Muscadelle;Muscadelle;Processamento;Uva Vinífera;1996;842
5562;br_Ora;Ora;Processamento;Uva Vinífera;1996;0
5563;br_Palomino;Palomino;Processamento;Uva Vinífera;1996;29436
5564;br_Petit Manseng;Petit Manseng;Processamento;Uva Vinífera;1996;0
5565;br_Peverella;Peverella;Processamento;Uva Vinífera;1996;541364
5566;br_Pinot Blanc;Pinot Blanc;Processamento;Uva Vinífera;1996;536426
5567;br_Pinot Gris;Pinot Gris;Processamento;Uva Vinífera;1996;3358
5568;br_Prosecco;Prosecco;Processamento;Uva Vinífera;1996;325159
5569;br_Red Veltliner;Red Veltliner;Processamento;Uva Vinífera;1996;10527
5570;br_Riesling Italico;Riesling Italico;Processamento;Uva Vinífera;1996;8270792
5571;br_Riesling Renano;Riesling Renano;Processamento;Uva Vinífera;1996;609615
5572;br_Sauvignon Blanc(2);Sauvignon Blanc(2);Processamento;Uva Vinífera;1996;945476
5573;br_Sauvignon Gris;Sauvignon Gris;Processamento;Uva Vinífera;1996;0
5574;br_Seara Nova;Seara Nova;Processamento;Uva Vinífera;1996;90729
5575;br_Semillon;Semillon;Processamento;Uva Vinífera;1996;4078162
5576;br_Schonburger;Schonburger;Processamento;Uva Vinífera;1996;0
5577;br_Sylvaner;Sylvaner;Processamento;Uva Vinífera;1996;54173
5578;br_Tocai Friulano;Tocai Friulano;Processamento;Uva Vinífera;1996;3357
5579;br_Trebbiano;Trebbiano;Processamento;Uva Vinífera;1996;5201279
5580;br_Trebbiano Toscano;Trebbiano Toscano;Processamento;Uva Vinífera;1996;0
5581;br_Verdea;Verdea;Processamento;Uva Vinífera;1996;1837
5582;br_Verdelho;Verdelho;Processamento;Uva Vinífera;1996;0
5583;br_Verdiso;Verdiso;Processamento;Uva Vinífera;1996;0
5584;br_Vermentino;Vermentino;Processamento;Uva Vinífera;1996;16910
5585;br_Vernaccia;Vernaccia;Processamento;Uva Vinífera;1996;458887
5586;br_Viognier;Viognier;Processamento;Uva Vinífera;1996;0
5587;br_Outras(3);Outras(3);Processamento;Uva Vinífera;1996;34280
5588;;;Processamento;Uva Vinífera;1996;0
5589;TINTAS;TINTAS;Processamento;Uva Americana;1997;276583456
5590;ti_Bacarina;Bacarina;Processamento;Uva Americana;1997;0
5591;ti_Bailey;Bailey;Processamento;Uva Americana;1997;0
5592;ti_Bordo;Bordo;Processamento;Uva Americana;1997;32904803
5593;ti_Bourdin (S);Bourdin (S);Processamento;Uva Americana;1997;0
5594;ti_BRSCarmen;BRS Carmen;Processamento;Uva Americana;1997;0
5595;ti_BRSCora;BRS Cora;Processamento;Uva Americana;1997;0
5596;ti_BRS Magna;BRS Magna;Processamento;Uva Americana;1997;0
5597;ti_BRS Margot;BRS Margot;Processamento;Uva Americana;1997;0
5598;ti_BRSMorena;BRS Morena;Processamento;Uva Americana;1997;0
5599;ti_BRS Rúbea;BRS Rúbea;Processamento;Uva Americana;1997;0
5600;ti_BRSVioleta;BRS Violeta;Processamento;Uva Americana;1997;0
5601;ti_BRS Vitória;BRS Vitória;Processamento;Uva Americana;1997;0
5602;ti_Champagnon(Champanheta);Champagnon (Champanheta);Processamento;Uva Americana;1997;0
5603;ti_Coleções;Coleções;Processamento;Uva Americana;1997;0
5604;ti_Concord;Concord;Processamento;Uva Americana;1997;25314872
5605;ti_Concordclone30;Concord clone 30;Processamento;Uva Americana;1997;0
5606;ti_Couderc;Couderc;Processamento;Uva Americana;1997;10236308
5607;ti_Cynthiana(1);Cynthiana(1);Processamento;Uva Americana;1997;470750
5608;ti_Herbemont;Herbemont;Processamento;Uva Americana;1997;24288342
5609;ti_IAC138022;IAC 138022;Processamento;Uva Americana;1997;0
5610;ti_Isabel;Isabel;Processamento;Uva Americana;1997;162509173
5611;ti_IsabelPrecoce;Isabel Precoce;Processamento;Uva Americana;1997;0
5612;ti_Jacquez;Jacquez;Processamento;Uva Americana;1997;1913297
5613;ti_Kyoko;Kyoko;Processamento;Uva Americana;1997;0
5614;ti_Landot;Landot;Processamento;Uva Americana;1997;0
5615;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;Processamento;Uva Americana;1997;0
5616;ti_Oberlin;Oberlin;Processamento;Uva Americana;1997;0
5617;ti_Othello;Othello;Processamento;Uva Americana;1997;31225
5618;ti_Paco;Paco;Processamento;Uva Americana;1997;0
5619;ti_Patricia;Patricia;Processamento;Uva Americana;1997;0
5620;ti_Seibel;Seibel;Processamento;Uva Americana;1997;18914686
5621;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);Processamento;Uva Americana;1997;0
5622;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);Processamento;Uva Americana;1997;0
5623;ti_Vênus;Vênus;Processamento;Uva Americana;1997;0
5624;BRANCASEROSADAS;BRANCAS E ROSADAS;Processamento;Uva Americana;1997;42990852
5625;br_Baco;Baco;Processamento;Uva Americana;1997;1030
5626;br_Bokay;Bokay;Processamento;Uva Americana;1997;0
5627;br_BRSClara;BRS Clara;Processamento;Uva Americana;1997;0
5628;br_BRSLorena;BRS Lorena;Processamento;Uva Americana;1997;0
5629;br_Couderc13;Couderc 13;Processamento;Uva Americana;1997;3702369
5630;br_Delaware;Delaware;Processamento;Uva Americana;1997;0
5631;br_DonaZillá;Dona Zillá;Processamento;Uva Americana;1997;0
5632;br_DutChess;Dut Chess;Processamento;Uva Americana;1997;0
5633;br_Goethe;Goethe;Processamento;Uva Americana;1997;337063
5634;br_IAC;IAC;Processamento;Uva Americana;1997;0
5635;br_Juliana;Juliana;Processamento;Uva Americana;1997;0
5636;br_Martha;Martha;Processamento;Uva Americana;1997;9311
5637;br_Mistura de uvas americanas;Mistura de uvas americanas;Processamento;Uva Americana;1997;0
5638;br_MoscatoEmbrapa;Moscato Embrapa;Processamento;Uva Americana;1997;0
5639;br_Niagara;Niagara;Processamento;Uva Americana;1997;30382883
5640;br_NiagaraBranca;Niagara Branca;Processamento;Uva Americana;1997;0
5641;br_NiagaraRosada;Niagara Rosada;Processamento;Uva Americana;1997;6321306
5642;br_Poloske;Poloske;Processamento;Uva Americana;1997;0
5643;br_Seleções;Seleções;Processamento;Uva Americana;1997;0
5644;br_SeyveVillard;Seyve Villard;Processamento;Uva Americana;1997;0
5645;br_SeyveVillard5276;Seyve Villard 5276;Processamento;Uva Americana;1997;0
5646;br_SeyveVillard12375;Seyve Villard 12375;Processamento;Uva Americana;1997;2219710
5647;br_TardiadeCaxias;Tardia de Caxias;Processamento;Uva Americana;1997;0
5648;br_Outras;Outras(2);Processamento;Uva Americana;1997;17180
5649;TINTAS;TINTAS;Processamento;Uva de Mesa;1997;374934
5650;ti_ Alphonse Lavallee; Alphonse Lavallee;Processamento;Uva de Mesa;1997;0
5651;ti_ Moscato de Hamburgo; Moscato de Hamburgo;Processamento;Uva de Mesa;1997;0
5652;BRANCAS;BRANCAS;Processamento;Uva de Mesa;1997;0
5653;br_Cardinal; Cardinal;Processamento;Uva de Mesa;1997;0
5654;br_Golden Queen; Golden Queen;Processamento;Uva de Mesa;1997;0
5655;br_Patrícia; Patrícia;Processamento;Uva de Mesa;1997;0
5656;br_Perlona; Perlona;Processamento;Uva de Mesa;1997;0
5657;br_Italia; Italia;Processamento;Uva de Mesa;1997;0
5658;br_Rubi (Itália, Itália Ro); Rubi (Itália, Itália Ro);Processamento;Uva de Mesa;1997;0
5659;sc;Sem classificação;Processamento;Uva Sem Classificação;1997;0
5660;TINTAS;TINTAS;Processamento;Uva Vinífera;1997;19980696
5661;ti_Alicante Bouschet;Alicante Bouschet;Processamento;Uva Vinífera;1997;67471
5662;ti_Ancelota;Ancelota;Processamento;Uva Vinífera;1997;0
5663;ti_Aramon;Aramon;Processamento;Uva Vinífera;1997;0
5664;ti_Alfrocheiro;Alfrocheiro;Processamento;Uva Vinífera;1997;0
5665;ti_Arinarnoa;Arinarnoa;Processamento;Uva Vinífera;1997;0
5666;ti_Aspirant Bouschet;Aspirant Bouschet;Processamento;Uva Vinífera;1997;0
5667;ti_Barbera;Barbera;Processamento;Uva Vinífera;1997;342488
5668;ti_Bonarda;Bonarda;Processamento;Uva Vinífera;1997;51131
5669;ti_Cabernet Franc;Cabernet Franc;Processamento;Uva Vinífera;1997;3420121
5670;ti_Cabernet Sauvignon;Cabernet Sauvignon;Processamento;Uva Vinífera;1997;4936654
5671;ti_ Caladoc;Caladoc;Processamento;Uva Vinífera;1997;0
5672;ti_Campanario;Campanario;Processamento;Uva Vinífera;1997;0
5673;ti_Canaiolo;Canaiolo;Processamento;Uva Vinífera;1997;2095
5674;ti_Carignan;Carignan;Processamento;Uva Vinífera;1997;176
5675;ti_Carmenere;Carmenere;Processamento;Uva Vinífera;1997;11115
5676;ti_Castelão;Castelão;Processamento;Uva Vinífera;1997;0
5677;ti_Corvina;Corvina;Processamento;Uva Vinífera;1997;0
5678;ti_Croatina;Croatina;Processamento;Uva Vinífera;1997;0
5679;ti_Cinsaut;Cinsaut;Processamento;Uva Vinífera;1997;6000
5680;ti_Dom Felder;Dom Felder;Processamento;Uva Vinífera;1997;0
5681;ti_Dolcetto;Dolcetto;Processamento;Uva Vinífera;1997;0
5682;ti_Durif;Durif;Processamento;Uva Vinífera;1997;0
5683;ti_Freisa;Freisa;Processamento;Uva Vinífera;1997;0
5684;ti_Egiodola;Egiodola;Processamento;Uva Vinífera;1997;0
5685;ti_Ekigaina;Ekigaina;Processamento;Uva Vinífera;1997;0
5686;ti_Festival (Sugraone);Festival (Sugraone);Processamento;Uva Vinífera;1997;0
5687;ti_Franconia;Franconia;Processamento;Uva Vinífera;1997;0
5688;ti_Freisa;Freisa;Processamento;Uva Vinífera;1997;0
5689;ti_Gamay St Romain;Gamay St Romain;Processamento;Uva Vinífera;1997;140363
5690;ti_Gamay Beaujolais;Gamay Beaujolais;Processamento;Uva Vinífera;1997;320585
5691;ti_Grand Noir;Grand Noir;Processamento;Uva Vinífera;1997;520
